ID,GRUPO_INSTITUCION,NOMBRE,MUNICIPIO,LOCALIDAD,LATITUD,LONGITUD,CONECTIVIDAD,DISTANCIA_TORRE_ESTATAL_CERCANA,TORRE_CERCANA_COORD,PROVEEDOR_PUBLICO,IPC,,,,
1295,ESCUELAS,EL TRENECITO,GUAYMAS,VICAM (SWITCH),27.638845,-110.28341,CONECTADA,1.54,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1296,ESCUELAS,ILI TAA TACHIRIA,GUAYMAS,VICAM (SWITCH),27.656926,-110.311835,CONECTADA,1.91,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1297,ESCUELAS,ELI BAISE EBOLI,GUAYMAS,POTAM,27.625091,-110.417262,CONECTADA,0.07,"27.625629, -110.417627",0,NIVEL 2 (MEDIO),,,,
1298,ESCUELAS,JARDIN DE NIÑOS NUEVA CREACION,GUAYMAS,POTAM,27.628794,-110.411566,CONECTADA,0.69,"27.625629, -110.417627",0,NIVEL 2 (MEDIO),,,,
1299,ESCUELAS,III USIM JOARAA,GUAYMAS,POTAM,27.621843,-110.417379,CONECTADA,0.42,"27.625629, -110.417627",0,NIVEL 2 (MEDIO),,,,
1787,ESCUELAS,CENTRO DE DESARROLLO INFANTIL DIF HERMOSILLO,HERMOSILLO,MIGUEL ALEMAN (LA DOCE),28.842071,-111.488882,SIN CONEXION,0.03,"28.84228, -111.48905",0,NIVEL 3 (ALTO),,,,
1300,ESCUELAS,JARDIN DE NIÑOS NUEVA CREACION,GUAYMAS,COMPUERTAS,27.604444,-110.261111,CONECTADA,2.79,"27.60383333, -110.2893778",0,NIVEL 2 (MEDIO),,,,
1302,ESCUELAS,ABELARDO L. RODRIGUEZ,GUAYMAS,HEROICA GUAYMAS,27.917403,-110.894477,CONECTADA,0.66,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1303,ESCUELAS,JOSE MA MORELOS Y PAVON,GUAYMAS,VICAM (SWITCH),27.642791,-110.288825,CONECTADA,0.85,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1304,ESCUELAS,JUSTO SIERRA,GUAYMAS,POTAM,27.624429,-110.415238,CONECTADA,0.27,"27.625629, -110.417627",0,NIVEL 2 (MEDIO),,,,
1305,ESCUELAS,MA. ELENA CHANES,GUAYMAS,HEROICA GUAYMAS,27.908293,-110.908567,CONECTADA,1.46,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1306,ESCUELAS,ADOLFO DE LA HUERTA,GUAYMAS,HEROICA GUAYMAS,27.908813,-110.909749,CONECTADA,1.48,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1307,ESCUELAS,JEAN PIAGET,GUAYMAS,HEROICA GUAYMAS,27.93223,-110.906663,CONECTADA,0.87,"27.94, -110.906",1,NIVEL 1 (BAJO),,,,
1308,ESCUELAS,LIC. ADOLFO LOPEZ MATEOS,PITIQUITO,LA ESTACION (ESTACION PITIQUITO),30.687222,-112.015278,SIN CONEXION,3.38,"30.67895278, -112.0493028",0,NIVEL 3 (ALTO),,,,
1329,ESCUELAS,ANNA FREUD,GUAYMAS,HEROICA GUAYMAS,27.907876,-110.924101,CONECTADA,2.64,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1309,ESCUELAS,PLUTARCO ELIAS CALLES,GUAYMAS,HEROICA GUAYMAS,27.930358,-110.874696,CONECTADA,2.83,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1310,ESCUELAS,CLAUDIO DEBUSSY,GUAYMAS,HEROICA GUAYMAS,27.932967,-110.93249,CONECTADA,1.48,"27.94620556, -110.9342083",0,NIVEL 2 (MEDIO),,,,
1311,ESCUELAS,MARIANO AZUELA,GUAYMAS,HEROICA GUAYMAS,27.919157,-110.922091,CONECTADA,2.1,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1312,ESCUELAS,MARIA LUISA ALCOTT,GUAYMAS,HEROICA GUAYMAS,27.886361,-110.910878,CONECTADA,3.82,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1313,ESCUELAS,MIGUEL HIDALGO Y COSTILLA,GUAYMAS,HEROICA GUAYMAS,27.943881,-110.929583,CONECTADA,0.52,"27.94620556, -110.9342083",1,NIVEL 1 (BAJO),,,,
1314,ESCUELAS,SELMA LAGERLOF,GUAYMAS,HEROICA GUAYMAS,27.923225,-110.897791,CONECTADA,0.5,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1315,ESCUELAS,ADA M ELFLEIN,GUAYMAS,HEROICA GUAYMAS,27.925252,-110.889952,CONECTADA,1.24,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1316,ESCUELAS,CARLOS PERRAULT,GUAYMAS,HEROICA GUAYMAS,27.936009,-110.881413,CONECTADA,2.4,"27.942091, -110.904878",1,NIVEL 1 (BAJO),,,,
1317,ESCUELAS,MOTOLINIA,GUAYMAS,HEROICA GUAYMAS,27.909615,-110.900691,CONECTADA,1.1,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1319,ESCUELAS,JULIO VERNE,GUAYMAS,HEROICA GUAYMAS,27.898721,-110.920741,CONECTADA,3.03,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1320,ESCUELAS,LEYES DE REFORMA,GUAYMAS,FRANCISCO MARQUEZ,28.1598,-110.587104,CONECTADA,0.48,"28.1576944, -110.5913889",1,NIVEL 1 (BAJO),,,,
1321,ESCUELAS,ADOLFO RUIZ CORTINES,GUAYMAS,SAN JOSE DE GUAYMAS,27.983056,-110.886111,CONECTADA,4.91,"27.942091, -110.904878",0,NIVEL 2 (MEDIO),,,,
1322,ESCUELAS,JUAN RUIZ DE ALARCON,GUAYMAS,HEROICA GUAYMAS,27.927106,-110.869257,CONECTADA,3.21,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1323,ESCUELAS,LUIS VAN BEETHOVEN,GUAYMAS,HEROICA GUAYMAS,27.923633,-110.89771,CONECTADA,0.55,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1324,ESCUELAS,HEROES DE LA INDEPENDENCIA,GUAYMAS,HEROICA GUAYMAS,27.888945,-110.902841,CONECTADA,3.4,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1325,ESCUELAS,CARLOS ORTIZ RETES,GUAYMAS,ORTIZ,28.286944,-110.714167,SIN CONEXION,8.64,"28.27353, -110.62722",0,NIVEL 3 (ALTO),,,,
1326,ESCUELAS,JACINTO BENAVENTE,GUAYMAS,HEROICA GUAYMAS,27.872313,-110.91577,CONECTADA,5.45,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1327,ESCUELAS,MOLIERE,GUAYMAS,HEROICA GUAYMAS,27.88817,-110.890072,CONECTADA,3.64,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1328,ESCUELAS,ENRIQUE GONZALEZ MARTINEZ,GUAYMAS,SANTA CLARA,28.009722,-110.924167,CONECTADA,7.13,"27.94620556, -110.9342083",0,NIVEL 2 (MEDIO),,,,
1330,ESCUELAS,USI ALEYA,GUAYMAS,SAN CARLOS (SAN CARLOS NUEVO GUAYMAS),27.947823,-111.050765,CONECTADA,0.23,"27.94951389, -111.0521917",1,NIVEL 1 (BAJO),,,,
1331,ESCUELAS,AMERICO VESPUCIO,GUAYMAS,HEROICA GUAYMAS,27.947779,-110.923625,CONECTADA,1.05,"27.94620556, -110.9342083",0,NIVEL 2 (MEDIO),,,,
1332,ESCUELAS,ISIDRO FABELA ALFARO,GUAYMAS,HEROICA GUAYMAS,27.916437,-110.905304,CONECTADA,0.56,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1333,ESCUELAS,JUDITH MALDONADO GUTIERREZ,GUAYMAS,HEROICA GUAYMAS,27.944287,-110.938462,CONECTADA,0.47,"27.94620556, -110.9342083",0,NIVEL 2 (MEDIO),,,,
1334,ESCUELAS,LORENZO LOPEZ BALMACEDA,CAJEME,QUETCHEHUECA,27.262996,-109.943869,CONECTADA,0.29,"27.26486024, -109.9459878",0,NIVEL 2 (MEDIO),,,,
1335,ESCUELAS,GUADALUPE ARGUELLES OBREGON,ETCHOJOA,BACAME NUEVO,27.161039,-109.58455,CONECTADA,10.35,"27.093839, -109.656901",0,NIVEL 2 (MEDIO),,,,
1336,ESCUELAS,EMIGDIO LOPEZ PEREZ,BACUM,BACUM,27.553489,-110.087324,CONECTADA,0.29,"27.5551, -110.085",0,NIVEL 2 (MEDIO),,,,
1338,ESCUELAS,GENERAL ANTONIO ARMENTA,QUIRIEGO,TEPAHUI,27.396111,-109.182222,SIN CONEXION,0.11,"27.396111, -109.181111",0,NIVEL 3 (ALTO),,,,
1339,ESCUELAS,IGNACIO OSUNA OSUNA,GUAYMAS,VICAM (SWITCH),27.643979,-110.294936,CONECTADA,0.35,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1341,ESCUELAS,VASCO DE QUIROGA,GUAYMAS,COMPUERTAS,27.604444,-110.261111,CONECTADA,2.79,"27.60383333, -110.2893778",0,NIVEL 2 (MEDIO),,,,
1342,ESCUELAS,JOSE ZAVALA,GUAYMAS,BABOJORI,27.598333,-110.300556,CONECTADA,1.23,"27.603578, -110.289613",0,NIVEL 2 (MEDIO),,,,
1343,ESCUELAS,CAPITAN JUAN BANTEA,GUAYMAS,VICAM (SWITCH),27.65564,-110.311743,CONECTADA,1.82,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1344,ESCUELAS,FRANCISCO I. MADERO,GUAYMAS,GUASIMITAS,27.646944,-110.354167,CONECTADA,5.73,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1346,ESCUELAS,COMANDANTE FRANCISCO URBALEJO,GUAYMAS,LENCHO,27.617222,-110.209444,CONECTADA,4.62,"27.57877, -110.22728",0,NIVEL 2 (MEDIO),,,,
1347,ESCUELAS,GENERAL IGNACIO MORI,GUAYMAS,PITAHAYA (BELEM),27.773333,-110.440556,SIN CONEXION,9.97,"27.690069, -110.478103",0,NIVEL 3 (ALTO),,,,
1348,ESCUELAS,GENERAL LUIS MATUZ,GUAYMAS,CASAS BLANCAS,27.599167,-110.319444,SIN CONEXION,1.8,"27.58345, -110.32388",0,NIVEL 3 (ALTO),,,,
1349,ESCUELAS,RAFAEL RAMIREZ,GUAYMAS,ESTACION OROZ (OROZ),27.699444,-110.365833,CONECTADA,9.02,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1351,ESCUELAS,JUAN MALDONADO TETABIATE,GUAYMAS,VICAM PUEBLO,27.586944,-110.323333,CONECTADA,0.39,"27.58345, -110.32388",0,NIVEL 2 (MEDIO),,,,
1352,ESCUELAS,GENERAL JOSE AMARILLAS,GUAYMAS,POTAM,27.623402,-110.423055,CONECTADA,0.59,"27.625629, -110.417627",0,NIVEL 2 (MEDIO),,,,
1353,ESCUELAS,FELIPE MATUZ CORDOVA,GUAYMAS,VICAM (SWITCH),27.646816,-110.289755,CONECTADA,0.62,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1355,ESCUELAS,EUSEBIO FRANCISCO PADRE KINO,GUAYMAS,VICAM (SWITCH),27.643568,-110.29012,CONECTADA,0.69,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1357,ESCUELAS,NIÑOS HEROES DE CHAPULTEPEC,GUAYMAS,HEROICA GUAYMAS,27.922151,-110.910841,CONECTADA,1.04,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1358,ESCUELAS,MARTIRES DE CABORCA,QUIRIEGO,CABORA,27.435,-109.552222,SIN CONEXION,18.59,"27.3616, -109.721446",0,NIVEL 3 (ALTO),,,,
1359,ESCUELAS,FLORENTINO LOPEZ CERVANTES,GUAYMAS,HEROICA GUAYMAS,27.871753,-110.91475,CONECTADA,5.49,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1360,ESCUELAS,CUAUHTEMOC,GUAYMAS,SAN CARLOS (SAN CARLOS NUEVO GUAYMAS),27.947823,-111.050765,CONECTADA,0.23,"27.94951389, -111.0521917",0,NIVEL 2 (MEDIO),,,,
1362,ESCUELAS,JAIME TORRES BODET,GUAYMAS,POTAM,27.626601,-110.417225,CONECTADA,0.12,"27.625629, -110.417627",0,NIVEL 2 (MEDIO),,,,
1363,ESCUELAS,IGNACIO ALLENDE,GUAYMAS,HEROICA GUAYMAS,27.8878,-110.889559,CONECTADA,3.69,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1367,ESCUELAS,GENERAL MARIANO ESCOBEDO,GUAYMAS,GENERAL MARIANO ESCOBEDO,28.348611,-110.631111,SIN CONEXION,8.36,"28.27353, -110.62722",0,NIVEL 3 (ALTO),,,,
1368,ESCUELAS,GUADALUPE VICTORIA,ROSARIO,PAREDONES,27.856667,-109.293611,SIN CONEXION,7.12,"27.850747, -109.365744",0,NIVEL 3 (ALTO),,,,
1372,ESCUELAS,FRANCISCO L LLANO,GUAYMAS,HEROICA GUAYMAS,27.909536,-110.9098,CONECTADA,1.42,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1373,ESCUELAS,SEBASTIAN GONZALEZ,GUAYMAS,VICAM (SWITCH),27.633743,-110.293076,CONECTADA,1.5,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1374,ESCUELAS,ADOLFO DE LA HUERTA,GUAYMAS,HEROICA GUAYMAS,27.926194,-110.888908,CONECTADA,1.38,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1375,ESCUELAS,VICENTE GUERRERO,GUAYMAS,PROFESOR GRACIANO SANCHEZ,28.2025,-110.679722,CONECTADA,9.43,"28.27353, -110.62722",1,NIVEL 1 (BAJO),,,,
1376,ESCUELAS,GENERAL GUADALUPE VICTORIA,GUAYMAS,GUADALUPE VICTORIA,28.204722,-110.575556,SIN CONEXION,5.45,"28.1576944, -110.5913889",0,NIVEL 3 (ALTO),,,,
1378,ESCUELAS,JUAN AMOS COMENIO,ROSARIO,TARAHUMARIS,28.205278,-109.186667,SIN CONEXION,17.1,"28.11424, -109.3272",0,NIVEL 3 (ALTO),,,,
1381,ESCUELAS,GENERAL PLUTARCO ELIAS CALLES,GUAYMAS,HEROICA GUAYMAS,27.912464,-110.907588,CONECTADA,1.03,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1382,ESCUELAS,BENITO JUAREZ,GUAYMAS,TORIM,27.578611,-110.229167,SIN CONEXION,0.19,"27.57877, -110.22728",0,NIVEL 3 (ALTO),,,,
1383,ESCUELAS,EMILIANO ZAPATA,GUAYMAS,SANTA CLARA,28.009722,-110.924167,CONECTADA,7.13,"27.94620556, -110.9342083",0,NIVEL 2 (MEDIO),,,,
1384,ESCUELAS,CAJEME,GUAYMAS,GUASIMAS (DE BELEM),27.885833,-110.581667,SIN CONEXION,20.65,"28.069167, -110.548444",0,NIVEL 3 (ALTO),,,,
1385,ESCUELAS,EMILIANO ZAPATA,GUAYMAS,EL CASTILLO,27.519444,-110.182778,CONECTADA,0.12,"27.520371, -110.183333",0,NIVEL 2 (MEDIO),,,,
1386,ESCUELAS,FRANCISCO I. MADERO,GUAYMAS,LA CUADRITA,28.004167,-110.889167,CONECTADA,7.07,"27.942091, -110.904878",0,NIVEL 2 (MEDIO),,,,
1387,ESCUELAS,VICENTE GUERRERO,GUAYMAS,HEROICA GUAYMAS,27.93568,-110.88336,CONECTADA,2.23,"27.942091, -110.904878",1,NIVEL 1 (BAJO),,,,
1388,ESCUELAS,GUADALUPE VICTORIA,GUAYMAS,HEROICA GUAYMAS,27.914288,-110.902911,CONECTADA,0.62,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1392,ESCUELAS,LIC. ADOLFO LOPEZ MATEOS,GUAYMAS,HEROICA GUAYMAS,27.884282,-110.905572,CONECTADA,3.95,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1393,ESCUELAS,MA. JESUS MAYTORENA DE FOURCADE,GUAYMAS,HEROICA GUAYMAS,27.944289,-110.928893,CONECTADA,0.56,"27.94620556, -110.9342083",1,NIVEL 1 (BAJO),,,,
1394,ESCUELAS,18 DE MARZO,GUAYMAS,HEROICA GUAYMAS,27.935469,-110.934297,CONECTADA,1.19,"27.94620556, -110.9342083",1,NIVEL 1 (BAJO),,,,
1395,ESCUELAS,PROFA. ROSA FELIX BARRAZA,GUAYMAS,VICAM (SWITCH),27.645791,-110.298067,CONECTADA,0.24,"27.647, -110.296",1,NIVEL 1 (BAJO),,,,
1396,ESCUELAS,15 DE SEPTIEMBRE,GUAYMAS,HEROICA GUAYMAS,27.908109,-110.923935,CONECTADA,2.61,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1398,ESCUELAS,NIÑOS HEROES DE CHAPULTEPEC,GUAYMAS,LA MANGA (CAMPO PESQUERO LA MANGA),27.980278,-111.126389,SIN CONEXION,8.05,"27.94951389, -111.0521917",0,NIVEL 3 (ALTO),,,,
1399,ESCUELAS,RICARDO MONTIJO CASTRO,NACO,NACO,31.327345,-109.948717,CONECTADA,0,"31.327333, -109.948686",0,NIVEL 2 (MEDIO),,,,
1401,ESCUELAS,ESCUELA SECUNDARIA TECNICA NUM. 31,SAN IGNACIO RIO MUERTO,SAN IGNACIO RIO MUERTO,27.413056,-110.246667,SIN CONEXION,0.79,"27.409988, -110.239434",0,NIVEL 3 (ALTO),,,,
1402,ESCUELAS,ESCUELA SECUNDARIA TECNICA NUM. 32,EMPALME,JOSE MARIA MORELOS Y PAVON (LA ATRAVEZADA),28.096667,-110.691389,CONECTADA,5.95,"28.075694, -110.747167",0,NIVEL 2 (MEDIO),,,,
1403,ESCUELAS,ESCUELA SECUNDARIA TECNICA NUM. 33,RAYON,RAYON,29.711401,-110.565216,CONECTADA,0.52,"29.707183, -110.567575",0,NIVEL 2 (MEDIO),,,,
1404,ESCUELAS,BENITO JUAREZ GARCIA,IMURIS,IMURIS,30.785873,-110.848193,CONECTADA,0.44,"30.7887194, -110.85133",0,NIVEL 2 (MEDIO),,,,
1405,ESCUELAS,ESCUELA SECUNDARIA TECNICA NUM. 35,CABORCA,PLUTARCO ELIAS CALLES (LA Y GRIEGA),30.802127,-112.718655,CONECTADA,0.65,"30.805425, -112.7130333",0,NIVEL 2 (MEDIO),,,,
1406,ESCUELAS,ENRIQUE RIOS ENRIQUEZ,GENERAL PLUTARCO ELIAS CALLES,SONOITA,31.878747,-112.823854,CONECTADA,2.9,"31.864325, -112.8494722",0,NIVEL 2 (MEDIO),,,,
1407,ESCUELAS,ESCUELA SECUNDARIA TECNICA NUM. 37,PUERTO PEÑASCO,PUERTO PEÑASCO,31.325107,-113.535603,CONECTADA,0.72,"31.32935585, -113.5298673",0,NIVEL 2 (MEDIO),,,,
1408,ESCUELAS,LIC. ADOLFO LOPEZ MATEOS,ROSARIO,EL SAUZ,27.921111,-109.373889,SIN CONEXION,7.82,"27.85111944, -109.366",0,NIVEL 3 (ALTO),,,,
1409,ESCUELAS,ESCUELA SECUNDARIA TECNICA NUM. 38,ETCHOJOA,BASCONCOBE,26.954845,-109.674958,CONECTADA,3.23,"26.97865556, -109.6562833",0,NIVEL 2 (MEDIO),,,,
1410,ESCUELAS,EDUARDO SALCIDO CELAYA,URES,GUADALUPE (GUADALUPE DE URES),29.383611,-110.447778,CONECTADA,7.38,"29.42406, -110.38735",0,NIVEL 2 (MEDIO),,,,
1861,ESCUELAS,PRESIDENTE DE LA PAZ,HERMOSILLO,PLAN DE AYALA,28.568666,-111.55446,SIN CONEXION,21.89,"28.75333, -111.632058",0,NIVEL 3 (ALTO),,,,
1411,ESCUELAS,MACRINA PATIÑO,GUAYMAS,HEROICA GUAYMAS,27.918333,-110.898889,CONECTADA,0.22,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1412,ESCUELAS,MARIA ELENA ARBALLO PIÑUELAS,GUAYMAS,HEROICA GUAYMAS,27.903198,-110.909519,CONECTADA,2.01,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1413,ESCUELAS,JUAN ALDAMA,GUAYMAS,LA CUADRITA,28.004167,-110.889167,CONECTADA,7.07,"27.942091, -110.904878",0,NIVEL 2 (MEDIO),,,,
1414,ESCUELAS,ABELARDO L. RODRIGUEZ,GUAYMAS,LA SALVACION,27.980608,-110.896744,CONECTADA,4.36,"27.942091, -110.904878",0,NIVEL 2 (MEDIO),,,,
1415,ESCUELAS,CASA HOGAR PAZ Y BIEN,GUAYMAS,HEROICA GUAYMAS,27.918333,-110.898889,CONECTADA,0.22,"27.91950278, -110.9007333",0,NIVEL 2 (MEDIO),,,,
1416,ESCUELAS,BLANCA SIRIA VALENZUELA LAGARDA,MAZATAN,MAZATAN,29.008836,-110.136295,CONECTADA,0.28,"29.00672, -110.13476",0,NIVEL 2 (MEDIO),,,,
1417,ESCUELAS,ADELINA ANGULO DE ARECHIGA,GUAYMAS,HEROICA GUAYMAS,27.916328,-110.907209,CONECTADA,0.73,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1418,ESCUELAS,FEDERICO CHOPIN,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,32.456998,-114.751643,SIN CONEXION,0.5,"32.456613, -114.746291",0,NIVEL 3 (ALTO),,,,
1419,ESCUELAS,LUIS G DAVILA,GUAYMAS,HEROICA GUAYMAS,27.918333,-110.898889,CONECTADA,0.22,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1898,ESCUELAS,NUEVA CREACION PRIMARIA NIÑOS MIGRANTES,HERMOSILLO,VIÑEDO RANCHO SONORA,29.306944,-110.920556,SIN CONEXION,4.37,"29.27303, -110.94341",0,NIVEL 3 (ALTO),,,,
1420,ESCUELAS,ALFONSO IBERRI,GUAYMAS,HEROICA GUAYMAS,27.918674,-110.899538,CONECTADA,0.15,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1421,ESCUELAS,CARMEN ZAMBRANO,GUAYMAS,HEROICA GUAYMAS,27.926312,-110.891412,CONECTADA,1.19,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1423,ESCUELAS,GENERAL IGNACIO R ALATORRE,GUAYMAS,HEROICA GUAYMAS,27.926224,-110.887309,CONECTADA,1.52,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1424,ESCUELAS,RICARDO PEREZ,GUAYMAS,ORTIZ,28.286944,-110.714167,CONECTADA,8.64,"28.27353, -110.62722",1,NIVEL 1 (BAJO),,,,
1425,ESCUELAS,PETRA L DE RODRIGUEZ,GUAYMAS,SAN JOSE DE GUAYMAS,27.983056,-110.886111,CONECTADA,4.91,"27.942091, -110.904878",0,NIVEL 2 (MEDIO),,,,
1426,ESCUELAS,GENERAL LAZARO CARDENAS,GUAYMAS,HEROICA GUAYMAS,27.902916,-110.909437,CONECTADA,2.03,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1427,ESCUELAS,MA. JESUS BUSTILLO DE RAMIREZ,GUAYMAS,HEROICA GUAYMAS,27.927109,-110.88133,CONECTADA,2.09,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1428,ESCUELAS,HEROES DEL 13 DE JULIO,GUAYMAS,HEROICA GUAYMAS,27.91768974,-110.8946086,CONECTADA,0.63,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1429,ESCUELAS,PROFA. MA JESUS ESCOBAR IBARRA,GUAYMAS,HEROICA GUAYMAS,27.929074,-110.87129,CONECTADA,3.08,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1430,ESCUELAS,FRANCISCA MAYTORENA CAMPILLO,GUAYMAS,LA SALVACION,27.980608,-110.896744,CONECTADA,4.36,"27.942091, -110.904878",0,NIVEL 2 (MEDIO),,,,
1431,ESCUELAS,NICOLAS BRAVO,GUAYMAS,HEROICA GUAYMAS,27.928923,-110.906936,CONECTADA,1.21,"27.91950278, -110.9007333",1,NIVEL 1 (BAJO),,,,
1432,ESCUELAS,MARIA DEL CARMEN TORRES GALLEGO,GUAYMAS,HEROICA GUAYMAS,27.960351,-110.911253,CONECTADA,2.12,"27.942091, -110.904878",1,NIVEL 1 (BAJO),,,,
1433,ESCUELAS,ALBA RIVERA WONG,GUAYMAS,HEROICA GUAYMAS,27.944455,-110.938404,CONECTADA,0.46,"27.94620556, -110.9342083",0,NIVEL 2 (MEDIO),,,,
1434,ESCUELAS,AARON AMARILLAS BUITIMEA,GUAYMAS,CASA AZUL,27.621395,-110.265843,CONECTADA,3.03,"27.60383333, -110.2893778",0,NIVEL 2 (MEDIO),,,,
1436,ESCUELAS,TELESECUNDARIA 123,GUAYMAS,EL SAHUARAL,28.313333,-111.221944,CONECTADA,22.6,"28.317394, -111.4527777",0,NIVEL 2 (MEDIO),,,,
1437,ESCUELAS,TELESECUNDARIA 124,GUAYMAS,SAN JOSE DE GUAYMAS,27.983056,-110.886111,CONECTADA,4.91,"27.942091, -110.904878",0,NIVEL 2 (MEDIO),,,,
1438,ESCUELAS,TELESECUNDARIA 125,GUAYMAS,ORTIZ,28.286944,-110.714167,CONECTADA,8.64,"28.27353, -110.62722",0,NIVEL 2 (MEDIO),,,,
1440,ESCUELAS,EZEQUIEL SILVAS LOPEZ,HERMOSILLO,EL TRIUNFO,28.845,-111.428056,CONECTADA,4.25,"28.854599, -111.385835",0,NIVEL 2 (MEDIO),,,,
1441,ESCUELAS,TELESECUNDARIA 174,GUAYMAS,GENERAL LAZARO CARDENAS,28.316111,-110.588056,SIN CONEXION,6.09,"28.27353, -110.62722",0,NIVEL 3 (ALTO),,,,
1442,ESCUELAS,TELESECUNDARIA 197,GUAYMAS,NICOLAS BRAVO,28.190278,-110.588611,SIN CONEXION,3.63,"28.1576944, -110.5913889",0,NIVEL 3 (ALTO),,,,
1445,ESCUELAS,FUNDACION ESPOSOS RODRIGUEZ,AGUA PRIETA,AGUA PRIETA,31.329847,-109.52295,CONECTADA,0.06,"31.33035, -109.522935",0,NIVEL 2 (MEDIO),,,,
1446,ESCUELAS,TELESECUNDARIA 331,GUAYMAS,VICAM PUEBLO,27.586944,-110.323333,CONECTADA,0.39,"27.58345, -110.32388",0,NIVEL 2 (MEDIO),,,,
1447,ESCUELAS,TELESECUNDARIA 353,GUAYMAS,VICAM (SWITCH),27.65584,-110.312079,CONECTADA,1.86,"27.647, -110.296",0,NIVEL 2 (MEDIO),,,,
1439,ESCUELAS,TELESECUNDARIA 126,GUAYMAS,FRANCISCO MARQUEZ,28.156162,-110.593954,CONECTADA,0.3,"28.1576944, -110.5913889",0,NIVEL 2 (MEDIO),,,,
1450,ESCUELAS,TELESECUNDARIA 370,GUAYMAS,CASA AZUL,27.621395,-110.265843,CONECTADA,3.03,"27.60383333, -110.2893778",0,NIVEL 2 (MEDIO),,,,
1448,ESCUELAS,TELESECUNDARIA 355,GUAYMAS,RAHUM,27.641389,-110.452778,CONECTADA,3.88,"27.625629, -110.417627",0,NIVEL 2 (MEDIO),,,,
1452,ESCUELAS,LAS HIGUERILLAS,HERMOSILLO,MIGUEL ALEMAN (LA DOCE),28.843697,-111.507562,SIN CONEXION,1.73,"28.84294167, -111.4898444",0,NIVEL 3 (ALTO),,,,
1453,ESCUELAS,JARDIN DE NIÑOS NUEVA CREACION,HERMOSILLO,MIGUEL ALEMAN (LA DOCE),28.840386,-111.477363,SIN CONEXION,1.16,"28.84228, -111.48905",0,NIVEL 3 (ALTO),,,,
