ID,GRUPO_INSTITUCION,NOMBRE,MUNICIPIO,LOCALIDAD,LATITUD,LONGITUD,CONECTIVIDAD,DISTANCIA_TORRE_ESTATAL_CERCANA,TORRE_CERCANA_COORD,PROVEEDOR_PUBLICO,IPC,,,,
3613,GOBIERNO,DIRECCION GENERAL DE RECAUDACION,HERMOSILLO,HERMOSILLO,29.0735472,-111.0688,CONECTADA,2.28,"29.06370833, -111.0482389",0,NIVEL 2 (MEDIO),,,,
3614,GOBIERNO,SUBSECRETARIA DE INGRESOS,HERMOSILLO,HERMOSILLO,29.076184,-110.957031,CONECTADA,0.02,"29.07631845, -110.9570658",0,NIVEL 2 (MEDIO),,,,
3635,GOBIERNO,SERVICIOS DE SALUD DE SONORA,LA COLORADA,LA COLORADA,28.80279797,-110.5804702,CONECTADA,18.86,"28.766305, -110.769459",0,NIVEL 2 (MEDIO),,,,
3650,GOBIERNO,DIF SONORA,HERMOSILLO,HERMOSILLO,29.0757,-110.92289,CONECTADA,2.23,"29.06939286, -110.944628",0,NIVEL 2 (MEDIO),,,,
3781,GOBIERNO,CONTROL SANITARIO MOCTEZUMA,MOCTEZUMA,MOCTEZUMA,29.80132746,-109.6802591,SIN CONEXION,0.15,"29.80268, -109.68059",0,NIVEL 3 (ALTO),,,,
3782,GOBIERNO,DISTRITO DE SALUD 5 NAVOJOA,NAVOJOA,NAVOJOA,27.07296504,-109.4439156,SIN CONEXION,0.67,"27.07895278, -109.443525",0,NIVEL 3 (ALTO),,,,
3742,GOBIERNO,INSTITUTO SONORENSE DE CULTURA,ALAMOS,ALAMOS,27.02273031,-108.9339862,SIN CONEXION,0.39,"27.021836, -108.937803",0,NIVEL 3 (ALTO),,,,
3750,GOBIERNO,INSTITUTO DE MOVILIDAD Y TRANSPORTE PARA EL ESTADO DE SONORA,HERMOSILLO,HERMOSILLO,29.0686322,-110.9575055,SIN CONEXION,0.03,"29.06842354, -110.9572519",0,NIVEL 3 (ALTO),,,,
3751,GOBIERNO,INSTITUTO DE MOVILIDAD Y TRANSPORTE PARA EL ESTADO DE SONORA,HERMOSILLO,HERMOSILLO,29.0686322,-110.9575055,SIN CONEXION,0.03,"29.06842354, -110.9572519",0,NIVEL 3 (ALTO),,,,
3752,GOBIERNO,INSTITUTO DE MOVILIDAD Y TRANSPORTE PARA EL ESTADO DE SONORA,NAVOJOA,NAVOJOA,27.08073945,-109.4454504,SIN CONEXION,0.26,"27.08241944, -109.4472139",0,NIVEL 3 (ALTO),,,,
3753,GOBIERNO,INSTITUTO DE MOVILIDAD Y TRANSPORTE PARA EL ESTADO DE SONORA,CAJEME,CIUDAD OBREGON,27.49702062,-109.9323776,SIN CONEXION,0.02,"27.49709444, -109.9322056",0,NIVEL 3 (ALTO),,,,
3754,GOBIERNO,INSTITUTO DE MOVILIDAD Y TRANSPORTE PARA EL ESTADO DE SONORA,HEROICA GUAYMAS,HEROICA GUAYMAS,27.92434419,-110.8902281,SIN CONEXION,1.16,"27.91950278, -110.9007333",0,NIVEL 3 (ALTO),,,,
3775,GOBIERNO,CONTROL SANITARIO AGUA PRIETA,AGUA PRIETA,AGUA PRIETA,31.32947208,-109.5517306,SIN CONEXION,0.51,"31.327, -109.54715",0,NIVEL 3 (ALTO),,,,
3783,GOBIERNO,CONTROL SANITARIO NOGALES,NOGALES,NOGALES,31.33181496,-110.9464768,SIN CONEXION,0.73,"31.328578, -110.939791",0,NIVEL 3 (ALTO),,,,
3784,GOBIERNO,CONTROL SANITARIO PUERTO  PEÑASCO,PUERTO PEÑASCO,PUERTO PEÑASCO,31.30647738,-113.5373929,SIN CONEXION,0.3,"31.305833, -113.540438",0,NIVEL 3 (ALTO),,,,
3785,GOBIERNO,DISTRITO DE SALUD 6 SLRC,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,32.47162929,-114.7863684,SIN CONEXION,0.29,"32.473614, -114.784344",0,NIVEL 3 (ALTO),,,,
3786,GOBIERNO,CENTRO DE VACUNAS SANTA ANA,SANTA ANA,SANTA ANA,30.538317,-111.1104196,SIN CONEXION,0.54,"30.54224722, -111.1137528",0,NIVEL 3 (ALTO),,,,
3787,GOBIERNO,DISTRITO DE SALUD 3 SANTA ANA,SANTA ANA,SANTA ANA,30.54495985,-111.1190192,SIN CONEXION,0.22,"30.544323, -111.121223",0,NIVEL 3 (ALTO),,,,
3788,GOBIERNO,CONTROL SANITARIO SANTA ANA,SANTA ANA,SANTA ANA,30.54354673,-111.1198546,SIN CONEXION,0.16,"30.544323, -111.121223",0,NIVEL 3 (ALTO),,,,
3789,GOBIERNO,CENTRO DE GOBIERNO,HERMOSILLO,HERMOSILLO,29.06843094,-110.9568971,SIN CONEXION,0.03,"29.06842354, -110.9572519",0,NIVEL 3 (ALTO),,,,
3790,GOBIERNO,ALMACEN JURISDICCIONAL NAVOJOA,NAVOJOA,NAVOJOA,27.0729124,-109.4439245,SIN CONEXION,0.67,"27.07895278, -109.443525",0,NIVEL 3 (ALTO),,,,
3791,GOBIERNO,CENTRO JURISDICCIONAL DE VACUNAS NAVOJOA,NAVOJOA,NAVOJOA,27.06816937,-109.4495986,SIN CONEXION,0.28,"27.06563326, -109.4497993",0,NIVEL 3 (ALTO),,,,
3792,GOBIERNO,CONTROL SANITARIO NAVOJOA,NAVOJOA,NAVOJOA,27.08797164,-109.4449918,SIN CONEXION,0.63,"27.082605, -109.447167",0,NIVEL 3 (ALTO),,,,
3793,GOBIERNO,OFICINA DEL SECRETARIO,HERMOSILLO,HERMOSILLO,29.06841687,-110.9569829,SIN CONEXION,0.03,"29.06842354, -110.9572519",0,NIVEL 3 (ALTO),,,,
3794,GOBIERNO,DIRECCION GENERAL DE SERVICIOS DE SALUD A LA PERSONA,HERMOSILLO,HERMOSILLO,29.08314079,-110.9971988,SIN CONEXION,2.31,"29.09152931, -110.9754964",0,NIVEL 3 (ALTO),,,,
3795,GOBIERNO,LABORATORIO ESTATAL SALUD PÚBLICA,HERMOSILLO,HERMOSILLO,29.08363772,-110.997535,SIN CONEXION,2.31,"29.09152931, -110.9754964",0,NIVEL 3 (ALTO),,,,
3796,GOBIERNO,CENTRO REGULADOR DE URGENCIAS MEDICAS CRUM HERMOSILLO,HERMOSILLO,HERMOSILLO,29.03921641,-110.9934169,SIN CONEXION,4.58,"29.06763827, -110.9592655",0,NIVEL 3 (ALTO),,,,
3797,GOBIERNO,"DISTRITO DE SALUD 1, HERMOSILLO",HERMOSILLO,HERMOSILLO,29.0993844,-110.9747938,SIN CONEXION,0.87,"29.09162451, -110.9754325",0,NIVEL 3 (ALTO),,,,
3798,GOBIERNO,CENTRO REGULADOR DE EMERGENCIAS MEDICAS CRUM TECORIPA,LA COLORADA,TECORIPA,28.62276457,-109.951358,SIN CONEXION,0.34,"28.62378, -109.9546",0,NIVEL 3 (ALTO),,,,
3799,GOBIERNO,CASA DE SALUD TORIM,GUAYMAS,TORIM,27.57928422,-110.2287597,SIN CONEXION,0.16,"27.57877, -110.22728",0,NIVEL 3 (ALTO),,,,
3800,GOBIERNO,UNDEX AGUA PRIETA,AGUA PRIETA,AGUA PRIETA,31.32790394,-109.5588856,SIN CONEXION,0.98,"31.31913889, -109.5580556",0,NIVEL 3 (ALTO),,,,
3801,GOBIERNO,UNDEX NOGALES,NOGALES,NOGALES,31.31627706,-110.9499712,SIN CONEXION,0.39,"31.316111, -110.945833",0,NIVEL 3 (ALTO),,,,
3802,GOBIERNO,UNEME CABORCA,CABORCA,CABORCA,30.71746385,-112.1797235,SIN CONEXION,1.15,"30.715511, -112.167881",0,NIVEL 3 (ALTO),,,,
3803,GOBIERNO,CENTRO DE DESARROLLO INFANTIL SNTSA SECC. 43 (CDI),HERMOSILLO,HERMOSILLO,29.12130985,-110.9600231,SIN CONEXION,3.29,"29.11026111, -110.9913861",0,NIVEL 3 (ALTO),,,,
3804,GOBIERNO,DGPROSPE,HERMOSILLO,HERMOSILLO,29.05312837,-110.9629752,SIN CONEXION,1.41,"29.064011, -110.955496",0,NIVEL 3 (ALTO),,,,
3805,GOBIERNO,COMISION DE PROTECCION CONTRA RIESGOS SANITARIOS (COEPRISSON),HERMOSILLO,HERMOSILLO,29.06839439,-110.9567367,SIN CONEXION,0.05,"29.06842354, -110.9572519",0,NIVEL 3 (ALTO),,,,
3806,GOBIERNO,CENTRO AMBULATORIO PARA LA PREVENCION Y ATENCION DEL VIH SIDA E INFECCIONES DE TRANSMISION SEXUAL CD.OBREGON,CAJEME,CIUDAD OBREGON,27.51175114,-109.9212927,SIN CONEXION,1.81,"27.52598056, -109.9302889",0,NIVEL 3 (ALTO),,,,
3807,GOBIERNO,ALMACEN JURISDICCIONAL OBREGON,CAJEME,CIUDAD OBREGON,27.48706201,-109.9399218,SIN CONEXION,1.35,"27.49709444, -109.9322056",0,NIVEL 3 (ALTO),,,,
3808,GOBIERNO,CONTROL SANITARIO OBREGON,CAJEME,CIUDAD OBREGON,27.48444462,-109.9542903,SIN CONEXION,0.1,"27.48364722, -109.9538472",0,NIVEL 3 (ALTO),,,,
3809,GOBIERNO,CENTRO DE CAPACITACION EN SALUD,HERMOSILLO,HERMOSILLO,29.0956964,-110.9509676,SIN CONEXION,2.23,"29.07631845, -110.9570658",0,NIVEL 3 (ALTO),,,,
3810,GOBIERNO,CENTRO AMBULATORIO PARA LA PREVENCION Y ATENCION DEL VIH SIDA E INFECCIONES DE TRANSMISION SEXUAL HERMOSILLO,HERMOSILLO,HERMOSILLO,29.09878839,-110.9753117,SIN CONEXION,0.8,"29.09162451, -110.9754325",0,NIVEL 3 (ALTO),,,,
3811,GOBIERNO,ALMACEN ACTIVO FIJO,HERMOSILLO,HERMOSILLO,29.05289625,-110.9630413,SIN CONEXION,1.44,"29.064011, -110.955496",0,NIVEL 3 (ALTO),,,,
3812,GOBIERNO,DIRECCION PROTECCION CIVIL,HERMOSILLO,HERMOSILLO,29.07510608,-110.9828229,SIN CONEXION,1.96,"29.09152931, -110.9754964",0,NIVEL 3 (ALTO),,,,
3813,GOBIERNO,UNIDAD DE ASUNTOS JURIDICOS,HERMOSILLO,HERMOSILLO,29.06962048,-110.9603397,SIN CONEXION,0.24,"29.06763827, -110.9592655",0,NIVEL 3 (ALTO),,,,
3814,GOBIERNO,DIRECCION DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,HERMOSILLO,HERMOSILLO,29.07955861,-110.9919863,SIN CONEXION,2.08,"29.09152931, -110.9754964",0,NIVEL 3 (ALTO),,,,
3815,GOBIERNO,JUNTA DE ASISTENCIA PRIVADA,HERMOSILLO,HERMOSILLO,29.07739332,-110.9584525,SIN CONEXION,0.18,"29.07631845, -110.9570658",0,NIVEL 3 (ALTO),,,,
3816,GOBIERNO,COMISION DE ARBITRAJE MEDICO,HERMOSILLO,HERMOSILLO,29.0757309,-110.9472406,SIN CONEXION,0.75,"29.06939286, -110.944628",0,NIVEL 3 (ALTO),,,,
3817,GOBIERNO,CENTRO ESTATAL DE TRANSPLANTES,HERMOSILLO,HERMOSILLO,29.07832249,-110.9686753,SIN CONEXION,1.08,"29.0744732, -110.9584987",0,NIVEL 3 (ALTO),,,,
3818,GOBIERNO,DIRECCION GENERAL DE ASISTENCIA SOCIAL,HERMOSILLO,HERMOSILLO,29.11568953,-110.9716328,SIN CONEXION,2.01,"29.11026111, -110.9913861",0,NIVEL 3 (ALTO),,,,
3819,GOBIERNO,ALMACEN JURISDICCION HERMOSILLO,HERMOSILLO,HERMOSILLO,29.09487283,-110.9798267,SIN CONEXION,0.56,"29.09162451, -110.9754325",0,NIVEL 3 (ALTO),,,,
3822,GOBIERNO,DIRECCION GENERAL DE ADMINISTRACION,HERMOSILLO,HERMOSILLO,29.06840425,-110.9567421,SIN CONEXION,0.05,"29.06842354, -110.9572519",0,NIVEL 3 (ALTO),,,,
3823,GOBIERNO,OFICINAS QUINTO PISO EDIFICIO MEXICO,HERMOSILLO,HERMOSILLO,29.06748291,-110.9581771,SIN CONEXION,0.03,"29.06757, -110.95845",0,NIVEL 3 (ALTO),,,,
3824,GOBIERNO,UNEME-ENFERMEDADES CRONICAS HERMOSILLO,HERMOSILLO,HERMOSILLO,29.124893,-111.0200226,SIN CONEXION,2.75,"29.102933, -111.007014",0,NIVEL 3 (ALTO),,,,
3825,GOBIERNO,UNEME NOGALES,NOGALES,NOGALES,31.28969324,-110.9578139,SIN CONEXION,0.54,"31.28495, -110.95889",0,NIVEL 3 (ALTO),,,,
3826,GOBIERNO,UNEME OBREGON,CAJEME,CIUDAD OBREGON,27.45571067,-109.9431934,SIN CONEXION,1.76,"27.46464167, -109.9284222",0,NIVEL 3 (ALTO),,,,
3827,GOBIERNO,UNEME PUERTO PEÑASCO,PUERTO PEÑASCO,PUERTO PEÑASCO,31.31966825,-113.53671,SIN CONEXION,1.26,"31.32935585, -113.5298673",0,NIVEL 3 (ALTO),,,,
3828,GOBIERNO,UNEME SLRC,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,32.45684013,-114.7471562,SIN CONEXION,0.09,"32.456613, -114.746291",0,NIVEL 3 (ALTO),,,,
3829,GOBIERNO,CENTRO AVANZADO DE ATENCION PRIMARIA A LA SALUD,HERMOSILLO,HERMOSILLO,29.09970109,-110.9753237,SIN CONEXION,0.9,"29.09162451, -110.9754325",0,NIVEL 3 (ALTO),,,,
3830,GOBIERNO,CENTRO DE HIGIENE MENTAL DR. CARLOS NAVA MUÑOZ,HERMOSILLO,HERMOSILLO,29.07148835,-110.9558152,SIN CONEXION,0.25,"29.07067222, -110.9533944",0,NIVEL 3 (ALTO),,,,
3831,GOBIERNO,UNIDAD DE ATENCION INTEGRAL A LAS ADICCIONES DEL ESTADO DE SONORA (UNAIDES-OBREGON),CAJEME,PROVIDENCIA,27.51997354,-110.0009333,SIN CONEXION,6.07,"27.4836, -109.955",0,NIVEL 3 (ALTO),,,,
3832,GOBIERNO,UNEME-ENFERMEDADES CRONICAS HERMOSILLO,HERMOSILLO,HERMOSILLO,29.12489889,-111.0200438,SIN CONEXION,2.75,"29.102933, -111.007014",0,NIVEL 3 (ALTO),,,,
3833,GOBIERNO,UNEME-ENFERMEDADES CRONICAS AGUA PRIETA,AGUA PRIETA,AGUA PRIETA,31.29665731,-109.5551458,SIN CONEXION,1.5,"31.30943, -109.5601",0,NIVEL 3 (ALTO),,,,
4520,GOBIERNO,H.AYUNTAMIENTO - ACONCHI,ACONCHI,ACONCHI,29.825783,-110.228603,SIN CONEXION,0.84,"29.8262, -110.21989",0,NIVEL 3 (ALTO),,,,
4521,GOBIERNO,H.AYUNTAMIENTO - AGUA PRIETA,AGUA PRIETA,AGUA PRIETA,31.328022,-109.546376,SIN CONEXION,0.14,"31.327, -109.54715",0,NIVEL 3 (ALTO),,,,
4522,GOBIERNO,H.AYUNTAMIENTO - ALAMOS,ALAMOS,ALAMOS,27.021674,-108.935342,SIN CONEXION,0.24,"27.021836, -108.937803",0,NIVEL 3 (ALTO),,,,
4523,GOBIERNO,H.AYUNTAMIENTO - ALTAR,ALTAR,ALTAR,30.713551,-111.833537,SIN CONEXION,1.21,"30.70384167, -111.8277278",0,NIVEL 3 (ALTO),,,,
4524,GOBIERNO,H.AYUNTAMIENTO - ARIVECHI,ARIVECHI,ARIVECHI,28.928514,-109.187172,SIN CONEXION,0.02,"28.92847, -109.18732",0,NIVEL 3 (ALTO),,,,
4525,GOBIERNO,H.AYUNTAMIENTO - ARIZPE,ARIZPE,ARIZPE,30.336213,-110.166976,SIN CONEXION,0.25,"30.338364, -110.167683",0,NIVEL 3 (ALTO),,,,
4526,GOBIERNO,H.AYUNTAMIENTO - ATIL,ATIL,ATIL,30.844188,-111.583427,SIN CONEXION,0.8,"30.847936, -111.576303",0,NIVEL 3 (ALTO),,,,
4527,GOBIERNO,H.AYUNTAMIENTO - BACADEHUACHI,BACADEHUACHI,BACADEHUACHI,29.808684,-109.140623,SIN CONEXION,0.01,"29.80873, -109.14072",0,NIVEL 3 (ALTO),,,,
4528,GOBIERNO,H.AYUNTAMIENTO - BACANORA,BACANORA,BACANORA,28.98415,-109.400379,SIN CONEXION,0.42,"28.98144, -109.40336",0,NIVEL 3 (ALTO),,,,
4529,GOBIERNO,H.AYUNTAMIENTO - BACERAC,BACERAC,BACERAC,30.355149,-108.929697,SIN CONEXION,0.24,"30.356653, -108.927858",0,NIVEL 3 (ALTO),,,,
4530,GOBIERNO,H.AYUNTAMIENTO - BACOACHI,BACOACHI,BACOACHI,30.633214,-109.969455,SIN CONEXION,0.13,"30.632433, -109.968483",0,NIVEL 3 (ALTO),,,,
4531,GOBIERNO,H.AYUNTAMIENTO - BACUM,BACUM,BACUM,27.549954,-110.083127,SIN CONEXION,0.01,"27.54989167, -110.083075",0,NIVEL 3 (ALTO),,,,
4532,GOBIERNO,H.AYUNTAMIENTO - BANAMICHI,BANAMICHI,BANAMICHI,30.007176,-110.2179,SIN CONEXION,0.01,"30.007164, -110.218019",0,NIVEL 3 (ALTO),,,,
4533,GOBIERNO,H.AYUNTAMIENTO - BAVIACORA,BAVIACORA,BAVIACORA,29.715184,-110.164969,SIN CONEXION,0.01,"29.715211, -110.165078",0,NIVEL 3 (ALTO),,,,
4534,GOBIERNO,H.AYUNTAMIENTO - BAVISPE,BAVISPE,BAVISPE,30.48046,-108.940646,SIN CONEXION,0.32,"30.47913, -108.94358",0,NIVEL 3 (ALTO),,,,
4535,GOBIERNO,H.AYUNTAMIENTO - BENJAMIN HILL,BENJAMIN HILL,BENJAMIN HILL,30.166896,-111.117932,SIN CONEXION,0.12,"30.167956, -111.117789",0,NIVEL 3 (ALTO),,,,
4536,GOBIERNO,H.AYUNTAMIENTO - CABORCA,CABORCA,HEROICA CABORCA,30.712425,-112.149803,SIN CONEXION,0.12,"30.71350833, -112.1499222",0,NIVEL 3 (ALTO),,,,
4537,GOBIERNO,H.AYUNTAMIENTO - CAJEME,CAJEME,CIUDAD OBREGON,27.496428,-109.932485,SIN CONEXION,0.08,"27.49709444, -109.9322056",0,NIVEL 3 (ALTO),,,,
4538,GOBIERNO,H.AYUNTAMIENTO - CANANEA,CANANEA,HEROICA CIUDAD DE CANANEA,30.982681,-110.301642,SIN CONEXION,0.87,"30.9777, -110.308617",0,NIVEL 3 (ALTO),,,,
4539,GOBIERNO,H.AYUNTAMIENTO - CARBO,CARBO,CARBO,29.684524,-110.954443,SIN CONEXION,0.56,"29.68045, -110.957931",0,NIVEL 3 (ALTO),,,,
4540,GOBIERNO,H.AYUNTAMIENTO - LA COLORADA,LA COLORADA,LA COLORADA,28.803013,-110.58072,SIN CONEXION,18.84,"28.766305, -110.769459",0,NIVEL 3 (ALTO),,,,
4541,GOBIERNO,H.AYUNTAMIENTO - CUCURPE,CUCURPE,CUCURPE,30.329189,-110.706047,SIN CONEXION,0.2,"30.330397, -110.704533",0,NIVEL 3 (ALTO),,,,
4542,GOBIERNO,H.AYUNTAMIENTO - CUMPAS,CUMPAS,CUMPAS,29.993487,-109.782539,SIN CONEXION,0.71,"29.996425, -109.77598",0,NIVEL 3 (ALTO),,,,
4543,GOBIERNO,H.AYUNTAMIENTO - DIVISADEROS,DIVISADEROS,DIVISADEROS,29.614861,-109.47022,SIN CONEXION,0.01,"29.614828, -109.470172",0,NIVEL 3 (ALTO),,,,
4544,GOBIERNO,H.AYUNTAMIENTO - EMPALME,EMPALME,EMPALME,27.957535,-110.815897,SIN CONEXION,0.01,"27.957581, -110.815899",0,NIVEL 3 (ALTO),,,,
4545,GOBIERNO,H.AYUNTAMIENTO - ETCHOJOA,ETCHOJOA,ETCHOJOA,26.911615,-109.625925,SIN CONEXION,0,"26.911617, -109.625892",0,NIVEL 3 (ALTO),,,,
4546,GOBIERNO,H.AYUNTAMIENTO - FRONTERAS,FRONTERAS,FRONTERAS,30.898101,-109.559746,SIN CONEXION,0.9,"30.894625, -109.568311",0,NIVEL 3 (ALTO),,,,
4547,GOBIERNO,H.AYUNTAMIENTO - GRANADOS,GRANADOS,GRANADOS,29.862285,-109.310382,SIN CONEXION,0,"29.86225, -109.31035",0,NIVEL 3 (ALTO),,,,
4548,GOBIERNO,H.AYUNTAMIENTO - GUAYMAS,HEROICA GUAYMAS,HEROICA GUAYMAS,27.923352,-110.88951,SIN CONEXION,1.18,"27.91950278, -110.9007333",0,NIVEL 3 (ALTO),,,,
4549,GOBIERNO,H.AYUNTAMIENTO - HERMOSILLO,HERMOSILLO,HERMOSILLO,29.075392,-110.958292,SIN CONEXION,0.06,"29.07489666, -110.9580838",0,NIVEL 3 (ALTO),,,,
4550,GOBIERNO,H.AYUNTAMIENTO - HUACHINERAS,HUACHINERA,HUACHINERA,30.211122,-108.958934,SIN CONEXION,0.46,"30.207014, -108.959606",0,NIVEL 3 (ALTO),,,,
4551,GOBIERNO,H.AYUNTAMIENTO - HUASABAS,HUASABAS,HUASABAS,29.90422,-109.30154,SIN CONEXION,0.04,"29.90431, -109.30196",0,NIVEL 3 (ALTO),,,,
4552,GOBIERNO,H.AYUNTAMIENTO - HUATABAMPO,HUATABAMPO,HUATABAMPO,26.827016,-109.644377,SIN CONEXION,1.75,"26.84247222, -109.6411222",0,NIVEL 3 (ALTO),,,,
4553,GOBIERNO,H.AYUNTAMIENTO - HUEPAC,HUEPAC,HUEPAC,29.911182,-110.213619,SIN CONEXION,0.2,"29.91147, -110.21156",0,NIVEL 3 (ALTO),,,,
4554,GOBIERNO,H.AYUNTAMIENTO - IMURIS,IMURIS,IMURIS,30.777322,-110.861517,SIN CONEXION,0.01,"30.7773, -110.8616389",0,NIVEL 3 (ALTO),,,,
4555,GOBIERNO,H.AYUNTAMIENTO - MAGDALENA,MAGDALENA,MAGDALENA DE KINO,30.630217,-110.969323,SIN CONEXION,0.03,"30.63, -110.9690972",0,NIVEL 3 (ALTO),,,,
4556,GOBIERNO,H.AYUNTAMIENTO - MAZATAN,MAZATAN,MAZATAN,29.003071,-110.139588,SIN CONEXION,0.62,"29.00672, -110.13476",0,NIVEL 3 (ALTO),,,,
4557,GOBIERNO,H.AYUNTAMIENTO - MOCTEZUMA,MOCTEZUMA,MOCTEZUMA,29.802076,-109.680857,SIN CONEXION,0.07,"29.80268, -109.68059",0,NIVEL 3 (ALTO),,,,
4558,GOBIERNO,H.AYUNTAMIENTO - NACO,NACO,NACO,31.331342,-109.948109,SIN CONEXION,0.03,"31.33107222, -109.9482",0,NIVEL 3 (ALTO),,,,
4559,GOBIERNO,H.AYUNTAMIENTO - NACORI CHICO,NACORI CHICO,NACORI CHICO,29.685865,-108.978843,SIN CONEXION,0.1,"29.68636, -108.97802",0,NIVEL 3 (ALTO),,,,
4560,GOBIERNO,H.AYUNTAMIENTO - NACOZARI DE GARCIA,NACOZARI DE GARCIA,NACOZARI DE GARCIA,30.37364,-109.686364,SIN CONEXION,0.19,"30.37529, -109.68584",0,NIVEL 3 (ALTO),,,,
4561,GOBIERNO,H.AYUNTAMIENTO - NAVOJOA,NAVOJOA,NAVOJOA,27.082155,-109.445868,SIN CONEXION,0.14,"27.08241944, -109.4472139",0,NIVEL 3 (ALTO),,,,
4562,GOBIERNO,H.AYUNTAMIENTO - NOGALES,NOGALES,HEROICA NOGALES,31.325855,-110.945643,SIN CONEXION,0.62,"31.32836667, -110.9398083",0,NIVEL 3 (ALTO),,,,
4563,GOBIERNO,H.AYUNTAMIENTO - ONAVAS,ONAVAS,ONAVAS,28.46015,-109.528877,SIN CONEXION,0.01,"28.460069, -109.528962",0,NIVEL 3 (ALTO),,,,
4564,GOBIERNO,H.AYUNTAMIENTO - OPODEPE,OPODEPE,OPODEPE,29.926618,-110.631521,SIN CONEXION,0.56,"29.925443, -110.625861",0,NIVEL 3 (ALTO),,,,
4565,GOBIERNO,H.AYUNTAMIENTO - OQUITOA,OQUITOA,OQUITOA,30.742107,-111.734815,SIN CONEXION,0.01,"30.742219, -111.734878",0,NIVEL 3 (ALTO),,,,
4566,GOBIERNO,H.AYUNTAMIENTO - PITIQUITO,PITIQUITO,PITIQUITO,30.675988,-112.052917,SIN CONEXION,0.27,"30.67713, -112.05045",0,NIVEL 3 (ALTO),,,,
4567,GOBIERNO,H.AYUNTAMIENTO - PUERTO PEÑASCO,PUERTO PEÑASCO,PUERTO PEÑASCO,31.305894,-113.540519,SIN CONEXION,0.01,"31.305833, -113.540556",0,NIVEL 3 (ALTO),,,,
4568,GOBIERNO,H.AYUNTAMIENTO - QUIRIEGO,QUIRIEGO,QUIRIEGO,27.520467,-109.250049,SIN CONEXION,0.11,"27.52065, -109.251129",0,NIVEL 3 (ALTO),,,,
4569,GOBIERNO,H.AYUNTAMIENTO - RAYON,RAYON,RAYON,29.713028,-110.569277,SIN CONEXION,0.45,"29.714677, -110.5735",0,NIVEL 3 (ALTO),,,,
4570,GOBIERNO,H.AYUNTAMIENTO - ROSARIO TESOPACO,ROSARIO,ROSARIO,27.840593,-109.370759,SIN CONEXION,0,"27.840604, -109.370759",0,NIVEL 3 (ALTO),,,,
4571,GOBIERNO,H.AYUNTAMIENTO - SAHUARIPA,SAHUARIPA,SAHUARIPA,29.056336,-109.233486,SIN CONEXION,0,"29.05637, -109.23347",0,NIVEL 3 (ALTO),,,,
4572,GOBIERNO,H.AYUNTAMIENTO - SAN FELIPE DE JESÚS,SAN FELIPE DE JESUS,SAN FELIPE DE JESUS,29.85848,-110.240983,SIN CONEXION,0.23,"29.858456, -110.243403",0,NIVEL 3 (ALTO),,,,
4573,GOBIERNO,H.AYUNTAMIENTO - SAN JAVIER,SAN JAVIER,SAN JAVIER,28.595082,-109.739339,SIN CONEXION,0.04,"28.59521, -109.73969",0,NIVEL 3 (ALTO),,,,
4574,GOBIERNO,H.AYUNTAMIENTO - SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,32.479671,-114.779548,SIN CONEXION,0.06,"32.47933611, -114.7790444",0,NIVEL 3 (ALTO),,,,
4575,GOBIERNO,H.AYUNTAMIENTO - SAN MIGUEL DE HORCASITAS,SAN MIGUEL DE HORCASITAS,SAN MIGUEL DE HORCASITAS,29.488406,-110.727171,SIN CONEXION,0.18,"29.487305, -110.725787",0,NIVEL 3 (ALTO),,,,
4576,GOBIERNO,H.AYUNTAMIENTO - SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,29.286764,-109.735495,SIN CONEXION,0.85,"29.288686, -109.743956",0,NIVEL 3 (ALTO),,,,
4577,GOBIERNO,H.AYUNTAMIENTO - SANTA ANA,SANTA ANA,SANTA ANA,30.544353,-111.121269,SIN CONEXION,0,"30.544389, -111.121275",0,NIVEL 3 (ALTO),,,,
4578,GOBIERNO,H.AYUNTAMIENTO - SANTA CRUZ,SANTA CRUZ,SANTA CRUZ,31.231641,-110.596063,SIN CONEXION,0.65,"31.237444, -110.595678",0,NIVEL 3 (ALTO),,,,
4579,GOBIERNO,H.AYUNTAMIENTO - SARIC,SARIC,SARIC,31.102791,-111.379065,SIN CONEXION,0.35,"31.103939, -111.382436",0,NIVEL 3 (ALTO),,,,
4580,GOBIERNO,H.AYUNTAMIENTO - SOYOPA,SOYOPA,SOYOPA,28.764588,-109.634353,SIN CONEXION,0.02,"28.76444, -109.63444",0,NIVEL 3 (ALTO),,,,
4581,GOBIERNO,H.AYUNTAMIENTO - SUAQUI GRANDE,SUAQUI GRANDE,SUAQUI GRANDE,28.39554,-109.888193,SIN CONEXION,0.37,"28.394783, -109.891928",0,NIVEL 3 (ALTO),,,,
4582,GOBIERNO,H.AYUNTAMIENTO - TEPACHE,TEPACHE,TEPACHE,29.534637,-109.532327,SIN CONEXION,0.68,"29.529121, -109.5294",0,NIVEL 3 (ALTO),,,,
